0.086458,0.24219,0.14349,0.33724,0.11275,0.2933,0.19078,0.40036,0.0054171,0.028316,0.016351,0.048163,2.3203,4.2188,3.2813,6.8672,17,16,20,22
0.090104,0.20781,0.073177,0.325,0.13355,0.27245,0.10535,0.38688,0.010051,0.032111,0.0059414,0.045568,2.5156,4.9453,1.9531,6.375,20,17,16,16
0.070573,0.052865,0.04349,0.24375,0.090537,0.075165,0.056174,0.31834,0.0033274,0.0029536,0.0013078,0.04337,1.4219,1.6875,1.0156,6.2266,15,15,15,21
0.11693,0.11536,0.090104,0.38906,0.14216,0.14147,0.11347,0.44951,0.0067622,0.0069356,0.0049196,0.052441,2.875,2.4297,2.125,6.4219,20,23,15,20
0.12604,0.11641,0.076042,0.48307,0.15051,0.14323,0.092152,0.53963,0.006999,0.0072036,0.0028031,0.05984,2.1641,2.1563,2.0234,6.6875,18,17,14,20
0.049219,0.068229,0.058073,0.27995,0.061001,0.090504,0.068212,0.36134,0.0013434,0.0036576,0.0013246,0.053993,1.0703,1.9141,1.2891,5.6406,17,15,14,21
0.059375,0.055469,0.04375,0.20885,0.079083,0.086186,0.053255,0.28246,0.0028228,0.0045012,0.00095383,0.037408,1.5625,1.3359,1.0391,5,16,18,13,15
0.096615,0.10417,0.04349,0.36354,0.11822,0.14958,0.05972,0.4448,0.0048007,0.011922,0.0017329,0.06795,2.2578,2.3828,1.2266,7.8516,16,18,16,15
0.0625,0.07474,0.06849,0.44714,0.082483,0.093391,0.083573,0.524,0.002997,0.0032441,0.0023727,0.077219,1.5078,1.7031,1.4453,5.9453,12,16,19,21
0.090104,0.11641,0.038542,0.42734,0.12458,0.16381,0.050146,0.47474,0.0076556,0.013741,0.0010647,0.044228,2.375,2.6563,1.1094,8.1719,21,20,15,21
0.12604,0.21458,0.08724,0.54531,0.1598,0.26874,0.10241,0.64076,0.0099834,0.027077,0.0029763,0.11711,3.1094,5.4375,1.5156,11.789,14,16,18,20
0.2362,0.20781,0.1026,0.61198,0.28577,0.25906,0.12536,0.68335,0.026766,0.024749,0.0053658,0.095637,5.6328,4.4375,2.4766,10.125,20,19,16,19
0.20521,0.078906,0.069792,0.48776,0.23691,0.10802,0.080687,0.55783,0.014501,0.0056293,0.0016961,0.075787,4.5078,2.1719,1.0547,6.9453,19,16,19,19
0.10625,0.1013,0.051562,0.46354,0.13526,0.13753,0.062695,0.51579,0.0072468,0.0089511,0.0013158,0.052934,2.3672,2.5313,1.0469,7.9063,15,16,19,22
