0.031542,0.01556,0.025154,0.012019,0.01315,0.016877,0.046766,0.1413,-90
0.030658,0.015819,0.025595,0.014823,0.012103,0.015883,0.042192,0.17213,-90
0.028705,0.01645,0.02408,0.015229,0.01412,0.01645,0.052038,0.18071,-90
0.028705,0.01645,0.02408,0.015229,0.01412,0.01645,0.052038,0.18071,-90
0.029022,0.01556,0.02429,0.014406,0.014264,0.016263,0.053006,0.18193,-90
0.021012,0.015428,0.023524,0.013607,0.01496,0.016817,0.056499,0.18375,-90
0.021012,0.015428,0.023524,0.013607,0.01496,0.016817,0.056499,0.18375,-90
0.021348,0.015819,0.025832,0.010956,0.012916,0.015296,0.0608,0.18093,-90
0.021348,0.015819,0.025832,0.010956,0.012916,0.015296,0.0608,0.18093,-90
0.019083,0.014476,0.024581,0.010186,0.011411,0.013228,0.04978,0.16085,-90
0.019083,0.014476,0.024581,0.010186,0.011411,0.013228,0.04978,0.16085,-90
0.022866,0.017701,0.024788,0.011049,0.010956,0.01315,0.05047,0.15643,-90
0.022866,0.017701,0.024788,0.011049,0.010956,0.01315,0.05047,0.15643,-90
0.022866,0.017701,0.024788,0.011049,0.010956,0.01315,0.05047,0.15643,-90
0.023176,0.018322,0.02429,0.010769,0.010956,0.014476,0.05335,0.16046,-90
0.021866,0.017116,0.02408,0.011675,0.010286,0.013228,0.054333,0.1604,-90
0.021866,0.017116,0.02408,0.011675,0.010286,0.013228,0.054333,0.1604,-90
0.022643,0.016011,0.015494,0.010769,0.010863,0.013456,0.049616,0.13858,-90
0.022643,0.016011,0.015494,0.010769,0.010863,0.013456,0.049616,0.13858,-90
0.025754,0.013975,0.023219,0.011848,0.011848,0.014264,0.042624,0.10298,-90
0.025754,0.013975,0.023219,0.011848,0.011848,0.014264,0.042624,0.10298,-90
0.019401,0.011934,0.0213,0.011231,0.011588,0.012995,0.036477,0.10275,-90
0.019401,0.011934,0.0213,0.011231,0.011588,0.012995,0.036477,0.10275,-90
0.01903,0.011321,0.025436,0.010769,0.013975,0.012758,0.037738,0.10971,-90
0.01903,0.011321,0.025436,0.010769,0.013975,0.012758,0.037738,0.10971,-90
0.02408,0.012995,0.023219,0.012678,0.015162,0.014892,0.036,0.11332,-90
0.02408,0.012995,0.023219,0.012678,0.015162,0.014892,0.036,0.11332,-90
0.025555,0.012995,0.020817,0.012758,0.013829,0.014892,0.042862,0.13514,-90
0.025555,0.012995,0.020817,0.012758,0.013829,0.014892,0.042862,0.13514,-90
0.025555,0.012995,0.020817,0.012758,0.013829,0.014892,0.042862,0.13514,-90
0.025635,0.013228,0.01903,0.012435,0.011934,0.014335,0.040014,0.14063,-90
0.025635,0.013228,0.01903,0.012435,0.011934,0.014335,0.040014,0.14063,-90
0.027621,0.012995,0.020571,0.012103,0.012516,0.013829,0.04401,0.15809,-90
0.027621,0.012995,0.020571,0.012103,0.012516,0.013829,0.04401,0.15809,-90
0.023481,0.011762,0.023351,0.010863,0.011049,0.012516,0.055811,0.16906,-90
0.023481,0.011762,0.023351,0.010863,0.011049,0.012516,0.055811,0.16906,-90
0.02454,0.011231,0.023394,0.011934,0.011411,0.012019,0.057481,0.17652,-90
0.02454,0.011231,0.023394,0.011934,0.011411,0.012019,0.057481,0.17652,-90
0.026799,0.012019,0.01919,0.011934,0.012103,0.013755,0.059447,0.16603,-90
0.026799,0.012019,0.01919,0.011934,0.012103,0.013755,0.059447,0.16603,-90
0.026799,0.012019,0.01919,0.011934,0.012103,0.013755,0.059447,0.16603,-90
0.027138,0.014048,0.021012,0.012597,0.011411,0.014754,0.043217,0.16385,-90
0.027138,0.014048,0.021012,0.012597,0.011411,0.014754,0.043217,0.16385,-90
0.022643,0.012995,0.02454,0.012678,0.012187,0.0162,0.03763,0.1454,-90
0.022643,0.012995,0.02454,0.012678,0.012187,0.0162,0.03763,0.1454,-90
0.022643,0.012995,0.02454,0.012678,0.012187,0.0162,0.03763,0.1454,-90
0.027658,0.015947,0.028241,0.012995,0.011049,0.016388,0.041019,0.17255,-90
0.027658,0.015947,0.028241,0.012995,0.011049,0.016388,0.041019,0.17255,-90
0.029681,0.016137,0.02361,0.011762,0.011231,0.015883,0.039296,0.16351,-90
0.029681,0.016137,0.02361,0.011762,0.011231,0.015883,0.039296,0.16351,-90
0.034084,0.016695,0.028952,0.011675,0.012516,0.01569,0.045263,0.15862,-90
0.034084,0.016695,0.028952,0.011675,0.012516,0.01569,0.045263,0.15862,-90
0.029817,0.017057,0.023868,0.012837,0.014476,0.016756,0.046679,0.14294,-90
0.029817,0.017057,0.023868,0.012837,0.014476,0.016756,0.046679,0.14294,-90
0.029817,0.017057,0.023868,0.012837,0.014476,0.016756,0.046679,0.14294,-90
0.028527,0.01569,0.024581,0.012678,0.014335,0.016573,0.052949,0.11305,-90
0.028527,0.01569,0.024581,0.012678,0.014335,0.016573,0.052949,0.11305,-90
0.027585,0.013755,0.024623,0.012758,0.013456,0.015095,0.056481,0.1304,-90
0.027585,0.013755,0.024623,0.012758,0.013456,0.015095,0.056481,0.1304,-90
0.026875,0.013228,0.015755,0.011848,0.011411,0.014476,0.055463,0.13032,-90
0.026875,0.013228,0.015755,0.011848,0.011411,0.014476,0.055463,0.13032,-90
0.028598,0.013755,0.017643,0.013532,0.012758,0.015162,0.055956,0.15471,-90
0.028598,0.013755,0.017643,0.013532,0.012758,0.015162,0.055956,0.15471,-90
0.033482,0.015755,0.018042,0.014685,0.015095,0.018042,0.054725,0.17035,-90
0.033482,0.015755,0.018042,0.014685,0.015095,0.018042,0.054725,0.17035,-90
0.036616,0.01556,0.025476,0.013681,0.015362,0.017057,0.051369,0.18052,-90
0.036616,0.01556,0.025476,0.013681,0.015362,0.017057,0.051369,0.18052,-90
0.036616,0.01556,0.025476,0.013681,0.015362,0.017057,0.051369,0.18052,-90
0.032868,0.018042,0.024829,0.012187,0.012019,0.014476,0.053331,0.18975,-90
0.032868,0.018042,0.024829,0.012187,0.012019,0.014476,0.053331,0.18975,-90
0.032243,0.017872,0.018377,0.012995,0.01338,0.016573,0.056786,0.19099,-90
0.032243,0.017872,0.018377,0.012995,0.01338,0.016573,0.056786,0.19099,-90
0.029817,0.016756,0.018042,0.012353,0.013681,0.015162,0.061598,0.17757,-90
0.029817,0.016756,0.018042,0.012353,0.013681,0.015162,0.061598,0.17757,-90
0.029817,0.016756,0.018042,0.012353,0.013681,0.015162,0.061598,0.17757,-90
0.029371,0.015162,0.022326,0.010086,0.015625,0.016263,0.059464,0.17594,-90
0.033482,0.015625,0.020719,0.010384,0.014823,0.016263,0.053274,0.17131,-90
0.033482,0.015625,0.020719,0.010384,0.014823,0.016263,0.053274,0.17131,-90
0.033482,0.015625,0.020719,0.010384,0.014823,0.016263,0.053274,0.17131,-90
0.035602,0.017294,0.02874,0.010186,0.014892,0.016695,0.06488,0.19018,-90
0.035602,0.017294,0.02874,0.010186,0.014892,0.016695,0.06488,0.19018,-90
0.034822,0.017585,0.025754,0.011675,0.016074,0.019867,0.056102,0.2307,-90
0.034822,0.017585,0.025754,0.011675,0.016074,0.019867,0.056102,0.2307,-90
0.033874,0.017176,0.024951,0.012103,0.014546,0.020472,0.059532,0.22026,-90
0.033874,0.017176,0.024951,0.012103,0.014546,0.020472,0.059532,0.22026,-90
0.028882,0.016011,0.020373,0.012758,0.014406,0.020817,0.057286,0.2233,-90
0.028882,0.016011,0.020373,0.012758,0.014406,0.020817,0.057286,0.2233,-90
0.023739,0.015028,0.020071,0.013975,0.014823,0.018707,0.042648,0.20005,-90
0.023739,0.015028,0.020071,0.013975,0.014823,0.018707,0.042648,0.20005,-90
0.026185,0.014616,0.027176,0.013456,0.012837,0.015162,0.058931,0.12829,-90
0.026185,0.014616,0.027176,0.013456,0.012837,0.015162,0.058931,0.12829,-90
0.027695,0.015229,0.025315,0.013755,0.013829,0.012995,0.058637,0.15482,-90
0.027695,0.015229,0.025315,0.013755,0.013829,0.012995,0.058637,0.15482,-90
0.031862,0.019713,0.034968,0.014406,0.01412,0.01338,0.0608,0.16365,-90
0.031862,0.019713,0.034968,0.014406,0.01412,0.01338,0.0608,0.16365,-90
0.033023,0.019453,0.032744,0.012758,0.012837,0.015296,0.061068,0.16625,-90
0.033023,0.019453,0.032744,0.012758,0.012837,0.015296,0.061068,0.16625,-90
0.033023,0.019453,0.032744,0.012758,0.012837,0.015296,0.061068,0.16625,-90
0.034292,0.021012,0.029886,0.012516,0.012597,0.01645,0.051111,0.18185,-90
0.034292,0.021012,0.029886,0.012516,0.012597,0.01645,0.051111,0.18185,-90
0.035113,0.022598,0.031542,0.011848,0.011762,0.018211,0.049534,0.16784,-90
0.035113,0.022598,0.031542,0.011848,0.011762,0.018211,0.049534,0.16784,-90
0.030824,0.018652,0.021679,0.010863,0.012516,0.018707,0.050329,0.18987,-90
0.030824,0.018652,0.021679,0.010863,0.012516,0.018707,0.050329,0.18987,-90
0.031054,0.01919,0.027511,0.012435,0.012187,0.01903,0.052213,0.2015,-90
0.031054,0.01919,0.027511,0.012435,0.012187,0.01903,0.052213,0.2015,-90
0.025516,0.016695,0.026417,0.012995,0.012678,0.018211,0.047242,0.19785,-90
0.025516,0.016695,0.026417,0.012995,0.012678,0.018211,0.047242,0.19785,-90
0.025516,0.016695,0.026417,0.012995,0.012678,0.018211,0.047242,0.19785,-90
0.024951,0.013304,0.021772,0.013532,0.012516,0.017116,0.05235,0.16414,-90
0.024951,0.013304,0.021772,0.013532,0.012516,0.017116,0.05235,0.16414,-90
0.028846,0.011321,0.016573,0.014048,0.012916,0.018707,0.054688,0.2175,-90
0.028846,0.011321,0.016573,0.014048,0.012916,0.018707,0.054688,0.2175,-90
0.028846,0.011321,0.016573,0.014048,0.012916,0.018707,0.054688,0.2175,-90
0.029646,0.013073,0.015883,0.012995,0.01412,0.017929,0.051547,0.21187,-90
