0.070313,0.21693,0.06276,0.32578,0.095811,0.31107,0.073992,0.44123,0.0043819,0.051424,0.0015889,0.0916,1.4297,5.2422,1.1719,5.3828,14,13,15,14
0.071354,0.2237,0.059375,0.34089,0.096065,0.31345,0.071631,0.44944,0.0042798,0.04987,0.001661,0.088751,1.5156,5.3359,1.1953,5.5313,13,14,14,14
0.075,0.22943,0.059635,0.34245,0.098986,0.3153,0.071844,0.44958,0.0043171,0.048388,0.0016605,0.087773,1.5859,5.3438,1.2422,5.9063,14,15,14,14
0.078906,0.23594,0.058594,0.36068,0.10127,0.31731,0.071503,0.46238,0.0041687,0.046569,0.0017374,0.086595,1.5859,5.3438,1.2891,6.4297,15,15,13,13
0.084115,0.24271,0.060677,0.37734,0.10598,0.31963,0.073302,0.47324,0.0043006,0.044749,0.0017497,0.084376,1.6328,5.3516,1.3516,6.4453,16,16,14,14
0.084375,0.24323,0.060937,0.37526,0.10601,0.31967,0.073343,0.47303,0.0042615,0.044512,0.0017233,0.085796,1.7891,5.5313,1.4063,6.9219,16,16,14,15
0.089063,0.25495,0.060156,0.39375,0.10941,0.32661,0.073135,0.48435,0.0041782,0.043114,0.0017896,0.082295,1.9219,5.8516,1.3516,7.4609,16,17,14,16
0.089844,0.26563,0.058854,0.40104,0.10955,0.33181,0.071801,0.48646,0.0040652,0.040902,0.00175,0.078421,2.0234,5.875,1.3906,7.6484,16,18,14,16
0.092708,0.26484,0.05599,0.42161,0.11127,0.33178,0.069424,0.50605,0.0039178,0.041312,0.001743,0.081031,2.0938,6.1172,1.375,8.1406,16,17,14,16
0.095573,0.26615,0.057031,0.41771,0.11277,0.33225,0.070356,0.50494,0.0037071,0.040923,0.0017559,0.083255,2.0859,6.2188,1.4375,8.8047,17,16,14,16
0.094792,0.27031,0.055729,0.42526,0.11264,0.33479,0.069848,0.50918,0.0038294,0.040361,0.0018341,0.081125,2.1719,6.1172,1.4688,9.1094,17,16,14,16
0.096875,0.27578,0.055729,0.43672,0.11393,0.34205,0.069848,0.51669,0.0037194,0.042355,0.0018341,0.078872,2.25,6.1953,1.3828,9.0781,18,16,13,17
0.097396,0.28437,0.054948,0.43828,0.11422,0.34972,0.068924,0.51768,0.003682,0.042862,0.001791,0.078518,2.2188,6.2422,1.3984,8.9453,17,16,13,18
0.094271,0.28229,0.053906,0.44557,0.11228,0.34855,0.06845,0.51944,0.003847,0.043241,0.0018409,0.073737,2.2031,6.5078,1.4453,8.8281,16,15,12,19
0.095052,0.28203,0.052604,0.45807,0.11274,0.34838,0.067778,0.52986,0.0038014,0.043269,0.0018897,0.073366,2.2109,6.3516,1.3359,8.8125,15,16,12,19
