0.10573,0.10781,0.076563,0.030729,0.15526,0.13989,0.097474,0.043592,0.013372,0.0082183,0.0037648,0.00098891,3.1094,2.8516,2.0078,0.94531,15,13,15,13
0.10911,0.11224,0.075,0.032031,0.15687,0.14487,0.094679,0.044401,0.013139,0.0086774,0.0034542,0.00097804,3.1719,2.9453,2.0547,0.92188,15,14,14,14
0.10755,0.10833,0.073958,0.033333,0.15632,0.14264,0.093641,0.046307,0.013313,0.0089058,0.0034126,0.0010689,3.1875,3.125,2.1172,0.92188,15,14,13,13
0.10911,0.10573,0.075521,0.034635,0.15656,0.1412,0.095704,0.04707,0.013038,0.0090615,0.0035751,0.001051,3.1719,3.1172,2.0938,0.95313,16,13,13,14
0.10964,0.10521,0.076302,0.034896,0.15669,0.14089,0.095864,0.047178,0.012963,0.0090826,0.003484,0.0010428,3.1484,3.1484,2.2031,0.96875,15,13,12,14
0.10807,0.10599,0.076823,0.036198,0.15637,0.14143,0.095991,0.048349,0.013213,0.0090698,0.0034267,0.0010628,3.1875,3.1328,2.1406,1,15,13,13,15
0.10651,0.11276,0.083073,0.035677,0.15606,0.14801,0.1066,0.048096,0.013459,0.0095075,0.0046155,0.0010763,3.1328,3.25,2.3281,1.0469,16,14,13,15
0.10938,0.12474,0.089323,0.036198,0.15685,0.16362,0.11369,0.048517,0.013074,0.011599,0.0051172,0.0010796,3.1406,3.3281,2.3047,1.0625,16,13,13,15
0.10729,0.12448,0.089323,0.03724,0.15633,0.16349,0.11369,0.049184,0.013373,0.011622,0.0051172,0.0010678,3.0859,3.5859,2.3281,1.0547,15,13,12,15
0.10208,0.12422,0.095312,0.0375,0.15211,0.16344,0.11872,0.049328,0.013154,0.01167,0.0051834,0.0010624,3.0938,3.5938,2.3906,0.98438,14,14,13,15
0.096875,0.13151,0.094271,0.034635,0.14666,0.1716,0.11859,0.045308,0.012542,0.012569,0.005354,0.00088262,2.9063,3.7578,2.5391,0.88281,13,15,13,15
0.1,0.13021,0.092969,0.038542,0.14798,0.17038,0.11803,0.050106,0.01231,0.01249,0.0054694,0.0010605,2.8594,3.7969,2.5703,0.92188,13,16,12,16
0.10365,0.12839,0.091667,0.038802,0.1516,0.17,0.11746,0.050409,0.012661,0.012846,0.0055813,0.0010712,2.8594,3.7266,2.5156,0.9375,14,16,13,15
0.11094,0.13255,0.090625,0.038802,0.15677,0.17786,0.11649,0.050409,0.012693,0.014549,0.005542,0.0010712,2.8203,4.0859,2.5078,0.97656,15,16,13,15
0.11432,0.12969,0.092188,0.039323,0.15903,0.17462,0.11753,0.050731,0.012643,0.014146,0.0054991,0.0010628,2.7969,4.1953,2.4844,0.97656,15,16,13,16
0.11458,0.12995,0.09375,0.040365,0.15927,0.1748,0.11816,0.051051,0.012659,0.014141,0.00535,0.0010106,2.7109,4.1094,2.4453,0.97656,16,17,12,17
0.11563,0.13125,0.09349,0.041927,0.15968,0.17495,0.11796,0.051999,0.012545,0.013842,0.0053521,0.0009786,2.7578,4.0781,2.3594,1,17,17,13,17
0.11667,0.1526,0.091406,0.043229,0.15993,0.22202,0.11502,0.052679,0.012379,0.026901,0.0050434,0.00093756,2.6953,4.6953,2.3047,1.0078,17,17,13,17
