0.070313,0.20833,0.21693,0.097135,0.06276,0.060677,0.32578,0.36849,0.095811,0.30312,0.31107,0.14939,0.073992,0.096245,0.44123,0.4676,0.0043819,0.050151,0.051424,0.013325,0.0015889,0.0057739,0.0916,0.085727,1.4297,4.4375,5.2422,3.3281,1.1719,1.4688,5.3828,5.0313,14,16,13,15,15,13,14,18
0.071354,0.21406,0.2237,0.099219,0.059375,0.066667,0.34089,0.37161,0.096065,0.30489,0.31345,0.14982,0.071631,0.10214,0.44944,0.46797,0.0042798,0.048759,0.04987,0.013037,0.001661,0.006195,0.088751,0.083688,1.5156,4.5938,5.3359,3.3594,1.1953,1.6406,5.5313,5.2031,13,15,14,15,14,13,14,19
0.075,0.22057,0.22943,0.10156,0.059635,0.071354,0.34245,0.37083,0.098986,0.30713,0.3153,0.15061,0.071844,0.10532,0.44958,0.46792,0.0043171,0.047253,0.048388,0.012796,0.0016605,0.0062076,0.087773,0.084244,1.5859,4.6172,5.3438,3.3828,1.2422,1.6563,5.9063,5.2813,14,16,15,15,14,14,14,18
0.078906,0.22865,0.23594,0.10365,0.058594,0.071875,0.36068,0.37135,0.10127,0.3105,0.31731,0.15126,0.071503,0.10551,0.46238,0.46797,0.0041687,0.045654,0.046569,0.012556,0.0017374,0.0061725,0.086595,0.083886,1.5859,4.6563,5.3438,3.3828,1.2891,1.7266,6.4297,5.3125,15,16,15,14,13,14,13,19
0.084115,0.24714,0.24271,0.10938,0.060677,0.078906,0.37734,0.38646,0.10598,0.3266,0.31963,0.15477,0.073302,0.11281,0.47324,0.47622,0.0043006,0.047163,0.044749,0.012405,0.0017497,0.0067238,0.084376,0.080102,1.6328,4.9453,5.3516,3.4766,1.3516,1.8672,6.4453,5.6875,16,17,16,14,14,15,14,19
0.084375,0.24818,0.24323,0.11615,0.060937,0.079167,0.37526,0.39323,0.10601,0.3267,0.31967,0.15982,0.073343,0.11291,0.47303,0.47899,0.0042615,0.046697,0.044512,0.012467,0.0017233,0.0067043,0.085796,0.077377,1.7891,5.4375,5.5313,3.5078,1.4063,2.0313,6.9219,5.7813,16,18,16,14,14,16,15,20
0.089063,0.25755,0.25495,0.11615,0.060156,0.079427,0.39375,0.39609,0.10941,0.33071,0.32661,0.15982,0.073135,0.11299,0.48435,0.47924,0.0041782,0.04452,0.043114,0.012467,0.0017896,0.0066805,0.082295,0.075293,1.9219,5.6563,5.8516,3.7031,1.3516,2.0234,7.4609,5.9297,16,18,17,14,14,17,16,21
0.089844,0.26172,0.26563,0.11927,0.058854,0.084635,0.40104,0.39479,0.10955,0.33169,0.33181,0.16119,0.071801,0.11723,0.48646,0.47913,0.0040652,0.042955,0.040902,0.01216,0.00175,0.0068068,0.078421,0.076242,2.0234,5.7969,5.875,3.7969,1.3906,2.125,7.6484,5.8906,16,17,18,14,14,17,16,22
0.092708,0.27187,0.26484,0.12526,0.05599,0.084375,0.42161,0.41927,0.11127,0.3368,0.33178,0.16477,0.069424,0.11714,0.50605,0.50554,0.0039178,0.040878,0.041312,0.011855,0.001743,0.0068292,0.081031,0.082534,2.0938,5.9688,6.1172,3.8516,1.375,2.2266,8.1406,6.6953,16,17,17,14,14,17,16,21
0.095573,0.28464,0.26615,0.1263,0.057031,0.091406,0.41771,0.43516,0.11277,0.34426,0.33225,0.16502,0.070356,0.12419,0.50494,0.51587,0.0037071,0.038792,0.040923,0.011669,0.0017559,0.0073122,0.083255,0.079405,2.0859,6.0078,6.2188,3.9844,1.4375,2.4063,8.8047,6.9531,17,17,16,14,14,17,16,21
0.094792,0.29063,0.27031,0.13047,0.055729,0.090885,0.42526,0.44193,0.11264,0.3465,0.33479,0.16718,0.069848,0.12413,0.50918,0.51934,0.0038294,0.036825,0.040361,0.011303,0.0018341,0.0073936,0.081125,0.076983,2.1719,6,6.1172,4.0547,1.4688,2.6094,9.1094,6.9141,17,16,16,15,14,17,16,21
0.096875,0.29063,0.27578,0.13255,0.055729,0.090365,0.43672,0.43151,0.11393,0.3465,0.34205,0.16757,0.069848,0.12399,0.51669,0.5143,0.0037194,0.036825,0.042355,0.010871,0.0018341,0.0074576,0.078872,0.081007,2.25,5.9688,6.1953,3.9688,1.3828,2.625,9.0781,7.0625,18,16,16,15,13,18,17,21
0.097396,0.28568,0.28437,0.13177,0.054948,0.092969,0.43828,0.4474,0.11422,0.34398,0.34972,0.16682,0.068924,0.12563,0.51768,0.53011,0.003682,0.037975,0.042862,0.010825,0.001791,0.0073846,0.078518,0.083639,2.2188,5.9219,6.2422,4.0078,1.3984,2.7188,8.9453,7.2813,17,16,16,15,13,18,18,21
0.094271,0.28802,0.28229,0.12969,0.053906,0.092969,0.44557,0.43333,0.11228,0.3448,0.34855,0.16564,0.06845,0.12563,0.51944,0.51625,0.003847,0.037171,0.043241,0.010985,0.0018409,0.0073846,0.073737,0.081449,2.2031,5.9766,6.5078,4.0703,1.4453,2.7969,8.8281,7.5,16,16,15,16,12,18,19,21
0.095052,0.29505,0.28203,0.12839,0.052604,0.09401,0.45807,0.41693,0.11274,0.34868,0.34838,0.16463,0.067778,0.12608,0.52986,0.50837,0.0038014,0.035715,0.043269,0.010985,0.0018897,0.007301,0.073366,0.087526,2.2109,6.0859,6.3516,3.9688,1.3359,2.7891,8.8125,7.7188,15,16,16,16,12,18,19,21
0.10026,0.29453,0.28932,0.11979,0.048438,0.097135,0.44974,0.40729,0.11664,0.34861,0.35099,0.15561,0.061217,0.12723,0.52144,0.50338,0.0036751,0.035982,0.040845,0.010205,0.0014497,0.0069861,0.072033,0.090525,2.2344,5.7734,6.0156,3.7578,1.3203,2.7266,8.9063,7.8281,15,17,16,17,12,19,19,21
0.10391,0.29818,0.28125,0.11953,0.047135,0.094271,0.44193,0.39557,0.12048,0.35565,0.34546,0.15559,0.058931,0.12626,0.51139,0.4978,0.003848,0.038873,0.04163,0.010263,0.0012943,0.0072987,0.068505,0.09448,2.1797,5.9453,5.9609,3.5,1.3047,2.75,8.7266,7.6875,15,16,15,16,12,19,18,21
0.10755,0.3237,0.28151,0.11042,0.047135,0.095052,0.45234,0.38776,0.12213,0.38886,0.34561,0.14542,0.058931,0.12643,0.52381,0.49002,0.0034629,0.048031,0.041582,0.0092636,0.0012943,0.0071899,0.07217,0.092855,2.0938,5.6484,5.5313,3.3281,1.3047,2.7422,8.8047,7.9922,16,17,16,15,12,19,18,21
0.10625,0.32005,0.26042,0.11016,0.048438,0.092969,0.4526,0.37109,0.12066,0.38436,0.32165,0.14523,0.061217,0.12592,0.52397,0.47737,0.0033826,0.046864,0.036871,0.0092662,0.0014497,0.0074604,0.072097,0.093278,2.0156,5.8672,5.2813,3.0859,1.3281,2.7422,9.2344,7.8438,16,17,15,16,12,19,18,21
0.10885,0.31615,0.25729,0.097135,0.047135,0.092188,0.44974,0.38255,0.123,0.38185,0.31906,0.12325,0.058931,0.12584,0.52237,0.48647,0.0033924,0.047446,0.036827,0.0059549,0.0012943,0.0075911,0.073035,0.093419,2.0391,6.0391,5.1016,2.7578,1.25,2.7344,9.2031,8.2813,17,18,15,16,13,18,18,22
0.10781,0.31042,0.23854,0.098698,0.05,0.096354,0.46641,0.38932,0.12247,0.3795,0.2967,0.12385,0.06135,0.1284,0.5376,0.4908,0.0034912,0.049308,0.0322,0.0057899,0.0013074,0.0074519,0.073942,0.092391,2.1406,6.0313,4.875,2.75,1.2031,2.8594,9.5156,8.2266,16,18,16,16,12,17,18,21
0.098698,0.11771,0.13203,0.0625,0.076823,0.092188,0.35885,0.34193,0.12269,0.16198,0.1675,0.085487,0.092207,0.11422,0.43312,0.42747,0.0054952,0.012809,0.010992,0.003519,0.0026901,0.0047035,0.060841,0.068089,2.25,3.0703,2.7266,1.875,1.6484,2.3125,6.4453,5.2422,12,20,18,20,14,14,17,14
0.09974,0.12995,0.13437,0.06224,0.077604,0.088542,0.35599,0.33854,0.12289,0.17639,0.17325,0.085165,0.0929,0.11093,0.43128,0.42633,0.0053319,0.014718,0.012373,0.0034958,0.0026979,0.004619,0.061316,0.069459,2.2656,3.1094,2.7344,1.8594,1.6719,2.2109,6.5234,5.2422,12,21,19,20,14,15,17,13
0.1,0.13073,0.12786,0.065365,0.077865,0.090625,0.37188,0.3513,0.12295,0.17703,0.16864,0.087148,0.093042,0.11195,0.45248,0.43271,0.0052928,0.014741,0.012508,0.0034368,0.0026834,0.0044686,0.068741,0.066025,2.25,3.2344,3.1406,1.8516,1.6328,2.2266,7.0859,5.4453,12,20,18,20,14,14,17,14
0.10469,0.14115,0.12604,0.066406,0.075781,0.094531,0.37734,0.3651,0.12734,0.18774,0.16682,0.087521,0.090919,0.11557,0.45807,0.44342,0.0054368,0.015852,0.012353,0.0033622,0.0026104,0.0045728,0.069762,0.065501,2.3828,3.4219,3.1094,1.9063,1.5859,2.2656,7.1875,5.5234,11,19,18,20,13,13,17,13
0.10547,0.14427,0.12839,0.066406,0.074219,0.095573,0.37839,0.37552,0.12755,0.18903,0.16797,0.087521,0.090109,0.11578,0.45856,0.44871,0.0053237,0.015434,0.012134,0.0033622,0.0027013,0.0044185,0.069419,0.062403,2.5078,3.6172,3.1094,1.9141,1.625,2.2188,6.8516,5.3828,12,19,18,19,14,14,17,13
0.10833,0.14531,0.12682,0.068229,0.072917,0.09375,0.35885,0.37578,0.12938,0.18916,0.16753,0.088893,0.089373,0.11336,0.43412,0.44893,0.0051763,0.015173,0.012395,0.0033588,0.0027627,0.0042009,0.061742,0.062405,2.4297,3.5781,3.1875,1.8594,1.6172,2.2734,6.1094,5.0547,12,19,18,19,15,14,18,14
0.1026,0.14714,0.12578,0.064323,0.071615,0.089063,0.37057,0.36354,0.12445,0.1907,0.16709,0.083768,0.0884,0.11008,0.44092,0.43453,0.00513,0.015225,0.012516,0.0029789,0.0027785,0.0043297,0.059055,0.058609,2.4453,3.6406,3.1719,1.875,1.6094,2.3438,6.1328,4.9531,11,18,17,18,15,13,18,14
0.1026,0.15234,0.12266,0.059635,0.068229,0.085417,0.39141,0.34505,0.12445,0.19408,0.16548,0.079275,0.086127,0.10532,0.46535,0.42257,0.00513,0.014959,0.012763,0.0028223,0.0028578,0.003927,0.065532,0.061553,2.4766,3.6328,3.0781,1.8047,1.6094,2.2266,6.2422,5.2813,11,19,17,18,15,13,19,14
0.10599,0.15547,0.12422,0.061198,0.073177,0.092448,0.40286,0.33359,0.12728,0.19596,0.16592,0.080346,0.094064,0.11214,0.48216,0.41227,0.0051382,0.014721,0.012516,0.0028038,0.0036136,0.0041676,0.072601,0.060707,2.4453,3.6094,3.0156,1.7813,1.7969,2.1953,6.1719,5.3672,12,18,16,17,16,14,20,14
