0.075781,0.033854,0.028906,0.02526,0.061979,0.072656,0.17161,0.20208,0.13151,0.058149,0.042719,0.040065,0.086079,0.1107,0.24439,0.31828,0.011951,0.0023123,0.0010235,0.0010005,0.0036913,0.0072154,0.031319,0.062549,1.7656,0.91406,0.75781,0.80469,1.6953,1.7734,3.3594,4.8281,14,13,11,10,15,15,13,12
0.077865,0.034635,0.028906,0.026302,0.060417,0.075,0.17943,0.20208,0.13225,0.058411,0.042719,0.041068,0.084361,0.11226,0.24835,0.31828,0.011822,0.0022885,0.0010235,0.0010291,0.0035861,0.0072173,0.030503,0.062549,1.8438,0.96094,0.75781,0.82813,1.6641,1.7344,3.5078,4.8203,15,13,12,11,14,16,13,13
0.085677,0.03776,0.030729,0.028125,0.0625,0.077604,0.19245,0.23438,0.13988,0.061267,0.044194,0.0426,0.08589,0.11494,0.25839,0.36619,0.012647,0.0024081,0.0010436,0.0010591,0.0035906,0.0074376,0.030755,0.081897,2.0078,1.0313,0.78125,0.82813,1.6094,1.7188,3.6484,5.75,16,13,13,11,15,16,14,13
0.089844,0.038802,0.032552,0.029687,0.061198,0.080208,0.21276,0.25495,0.14196,0.061664,0.045308,0.04401,0.084517,0.11895,0.28189,0.38356,0.012496,0.0023761,0.0010274,0.0010919,0.0035151,0.0079806,0.035374,0.08495,2.125,1.0859,0.78125,0.82031,1.5313,1.6563,3.8672,6.1016,16,14,14,11,15,17,15,14
0.097917,0.042708,0.033333,0.029427,0.061719,0.079948,0.24531,0.26693,0.14911,0.065271,0.045644,0.043894,0.084613,0.11892,0.33354,0.38985,0.013081,0.0025203,0.0010057,0.0010973,0.0034657,0.0080174,0.052834,0.083517,2.2422,1.1563,0.79688,0.84375,1.5547,1.8672,4.2031,6.3359,16,14,13,11,15,16,16,14
0.098698,0.04349,0.034375,0.029948,0.061458,0.080469,0.2487,0.2776,0.14921,0.065504,0.046351,0.043987,0.084529,0.11902,0.3343,0.39464,0.012954,0.0024822,0.0010001,0.0010737,0.0034842,0.0079562,0.051623,0.081386,2.4609,1.2422,0.80469,0.82813,1.5469,1.8906,5.0391,6.375,16,14,12,11,14,16,16,13
0.10078,0.04375,0.034115,0.029427,0.060937,0.083594,0.27969,0.28099,0.14975,0.065551,0.046329,0.043894,0.084433,0.12065,0.37556,0.39514,0.012693,0.002465,0.0010165,0.0010973,0.0035333,0.00783,0.064989,0.07984,2.4922,1.2422,0.82813,0.82813,1.5391,1.9375,5.8516,6.5703,16,15,12,11,14,16,16,13
0.10286,0.043229,0.033854,0.03151,0.074219,0.085156,0.29219,0.30495,0.15019,0.065426,0.046175,0.045353,0.11145,0.12156,0.38201,0.4186,0.012388,0.002495,0.0010201,0.0011007,0.0071506,0.0077845,0.062646,0.085068,2.4688,1.2344,0.83594,0.89063,1.8984,1.9063,6.3984,7.2188,17,15,11,11,14,16,16,13
0.10469,0.04375,0.034115,0.031771,0.086979,0.085938,0.29401,0.31458,0.1509,0.065551,0.046285,0.045375,0.13455,0.12163,0.38214,0.4228,0.012218,0.002465,0.0010123,0.0010857,0.010901,0.0076652,0.061643,0.082553,2.4688,1.2422,0.82031,0.92188,1.875,1.9453,6.7031,7.6406,17,15,11,11,14,17,16,13
0.10573,0.04401,0.034115,0.031771,0.086458,0.0875,0.30312,0.31901,0.15106,0.065566,0.046285,0.045375,0.13431,0.12233,0.38594,0.42383,0.012042,0.0024434,0.0010123,0.0010857,0.010927,0.0075616,0.059033,0.080546,2.5156,1.25,0.84375,0.91406,2.1875,1.9766,6.9375,7.7734,17,15,11,12,14,17,16,13
0.11354,0.047135,0.035677,0.033854,0.089583,0.095052,0.30651,0.33333,0.15739,0.068123,0.04707,0.046788,0.13593,0.12959,0.38652,0.43103,0.01229,0.0025024,0.00097523,0.001079,0.010813,0.0080275,0.057363,0.077247,2.7031,1.3281,0.875,0.95313,2.2188,2.1016,6.9922,7.9766,17,15,11,12,13,16,17,14
0.11302,0.047656,0.035417,0.034896,0.090104,0.095573,0.30781,0.35677,0.15734,0.068361,0.047005,0.047135,0.13617,0.12978,0.38706,0.45298,0.012395,0.002485,0.00098807,0.0010386,0.010783,0.0079753,0.056967,0.080593,2.9297,1.375,0.91406,0.96094,2.2422,2.2734,6.9453,8.2734,17,15,11,13,14,17,16,14
0.11328,0.047656,0.035677,0.034375,0.090104,0.097396,0.31146,0.37734,0.1574,0.068361,0.047113,0.046962,0.13617,0.1306,0.38787,0.46782,0.012353,0.002485,0.00097944,0.0010591,0.010783,0.0078324,0.05528,0.079102,2.9297,1.3984,0.92188,0.96875,2.2656,2.3047,6.7969,8.3906,17,15,12,14,14,16,17,14
0.11172,0.047396,0.035417,0.035156,0.091406,0.10182,0.30859,0.38542,0.15701,0.068317,0.047005,0.047286,0.1368,0.13387,0.38657,0.47017,0.012591,0.0025043,0.00098807,0.0010344,0.010718,0.0078145,0.056076,0.075016,2.9297,1.3906,0.92969,0.97656,2.2266,2.375,6.8047,8.5547,16,15,13,14,14,16,17,13
